Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA21,236461,1. FSV Mainz 05,11,26,01/07/2018 00:00,2023,22
FIFA21,192445,VfL Wolfsburg,7.5,45,01/07/2018 00:00,2022,12.8
FIFA21,183129,Newcastle United,6,34,03/08/2016 00:00,2021,11.4
FIFA21,232756,Chelsea,11,55,03/07/2015 00:00,2021,23.1
FIFA21,236532,Leeds United,10.5,64,29/08/2020 00:00,2024,23.1
FIFA21,215051,Boca Juniors,6,16,01/01/2020 00:00,2023,8.4
FIFA21,244263,Napoli,9,47,20/01/2020 00:00,2024,16
FIFA21,225341,CA Osasuna,9,27,02/08/2013 00:00,2022,19.6
FIFA21,180334,Olympique Lyonnais,3.6,48,17/07/2017 00:00,2021,6.8
FIFA21,207562,1. FC Köln,8,30,15/09/2020 00:00,2023,14.4
FIFA21,213374,Rio Ave FC,5.5,11,13/08/2019 00:00,2022,11.6
FIFA21,225293,FC Metz,10,20,01/07/2015 00:00,2022,20.8
FIFA21,224811,Shakhtar Donetsk,8,1,01/02/2010 00:00,2020,17.4
FIFA21,219733,RC Strasbourg Alsace,9.5,30,01/07/2018 00:00,2024,19.7
FIFA21,226221,Real Sociedad,9,24,04/12/2014 00:00,2024,19.6
FIFA21,231361,Sevilla FC,9,20,25/07/2018 00:00,2023,19.6
FIFA21,244380,Dynamo Kyiv,10,500,01/07/2017 00:00,2025,24
FIFA21,204082,VfL Wolfsburg,8.5,37,01/07/2017 00:00,2022,15.1
FIFA21,238160,Juventus,11,48,05/07/2019 00:00,2024,20.4
FIFA21,223710,Lazio,9.5,53,15/09/2020 00:00,2025,16.9
FIFA21,188335,RCD Mallorca,8,12,01/07/2019 00:00,2023,12.8
FIFA21,200353,LOSC Lille,7.5,31,01/07/2011 00:00,2021,14.8
FIFA21,183285,Crystal Palace,6,44,31/08/2017 00:00,2021,11.4
FIFA21,215135,Racing Club,3.6,17,19/01/2018 00:00,2021,5
FIFA21,201860,TSG 1899 Hoffenheim,6,29,01/07/2014 00:00,2022,10.2
FIFA21,210679,SD Eibar,7.5,25,17/07/2017 00:00,2021,16.3
FIFA21,13732,Aston Villa,1,30,03/07/2017 00:00,2018,2
FIFA21,229582,Roma,9.5,500,01/07/2020 00:00,2024,21.9
FIFA21,237556,Galatasaray SK,8.5,51,01/07/2019 00:00,2023,16.8
FIFA21,212204,Club Brugge KV,8,22,01/11/2012 00:00,2023,11.8
FIFA21,244915,Southampton,10.5,32,12/08/2020 00:00,2024,22.1
FIFA21,208165,Atalanta,8,42,18/01/2016 00:00,2022,14.2
FIFA21,217196,Atalanta,6,42,07/07/2017 00:00,2023,10.2
FIFA21,203030,1. FC Union Berlin,8,28,04/08/2020 00:00,2024,15
FIFA21,238370,VfL Wolfsburg,11,31,15/01/2020 00:00,2024,20.9
FIFA21,224396,Seattle Sounders FC,8,9,12/02/2020 00:00,2020,12.6
FIFA21,173546,Crystal Palace,5.5,44,05/07/2016 00:00,2021,10.5
FIFA21,184190,Angers SCO,4.9,21,01/07/2013 00:00,2022,9.8
FIFA21,226601,Fiorentina,7.5,40,10/07/2017 00:00,2021,13.3
FIFA21,202089,Nacional de Montevideo,6.5,500,12/09/2019 00:00,2020,14.8
FIFA21,230318,Botafogo,6,11,01/01/2019 00:00,2023,11.4
FIFA21,234777,Manchester City,8,64,01/07/2019 00:00,2022,16.4
FIFA21,190778,Spezia,6,500,08/09/2020 00:00,2022,13.7
FIFA21,190120,FC København,6,16,12/07/2019 00:00,2023,8.3
FIFA21,227275,Boca Juniors,8,11,02/02/2017 00:00,2022,12.8
FIFA21,225647,Independiente,5,16,01/01/2017 00:00,2021,7.5
FIFA21,216065,Atalanta,5.5,36,22/06/2012 00:00,2021,9.4
FIFA21,194911,Liverpool,4.2,52,05/08/2019 00:00,2021,7.8
FIFA21,201976,Stade Rennais FC,6.5,30,29/09/2020 00:00,2025,12.8
FIFA21,213732,Spartak Moscow,7,36,06/12/2016 00:00,2021,11.7
FIFA21,224003,CA Osasuna,6.5,22,12/07/2017 00:00,2021,14.1
FIFA21,183497,LOSC Lille,3.4,24,04/09/2020 00:00,2023,6.5
FIFA21,211101,RC Celta,8,14,01/07/2012 00:00,2023,18.4
FIFA21,142902,Shakhtar Donetsk,1.3,500,01/01/2007 00:00,2021,2.7
FIFA21,172203,Southampton,4.7,36,09/08/2014 00:00,2022,8.9
FIFA21,209981,Sevilla FC,6,20,04/09/2020 00:00,2024,13.1
FIFA21,176772,FC Metz,4.9,15,01/07/2018 00:00,2023,9.8
FIFA21,232229,Feyenoord,8.5,9,01/07/2015 00:00,2023,13.6
FIFA21,190734,UD Almería,6,8,13/09/2020 00:00,2022,10.1
FIFA21,201931,Lecce,7,26,03/07/2019 00:00,2021,13.1
FIFA21,230328,Santos,1.3,13,01/01/2019 00:00,2023,2.5
FIFA21,195668,Real Betis,5,17,05/07/2018 00:00,2022,10.5
FIFA21,191628,Getafe CF,5,20,04/07/2018 00:00,2021,10.5
FIFA21,226379,Boca Juniors,4.2,17,21/01/2019 00:00,2020,5.9
FIFA21,230317,Club Athletico Paranaense,5.5,13,01/01/2019 00:00,2023,10.5
FIFA21,201269,Eintracht Frankfurt,6.5,20,01/07/2018 00:00,2022,11.5
FIFA21,189296,SPAL,4.9,25,02/09/2020 00:00,2023,8.8
FIFA22,235008,Unión Deportiva Almería,15,11,01/10/2020 00:00,2025,27
FIFA22,173474,FC Red Bull Salzburg,4.6,27,01/07/2018 00:00,2022,6.9
FIFA22,210896,Aston Villa,9,56,26/01/2021 00:00,2025,17.8
FIFA22,2492,SL Benfica,3,15,24/07/2014 00:00,2018,5.9
FIFA22,208141,SL Benfica,8,14,27/08/2018 00:00,2024,16
FIFA22,193352,Torino F.C.,7,38,19/08/2020 00:00,2024,11.9
FIFA22,208450,Manchester United,10,76,14/06/2021 00:00,2025,19.3
FIFA22,231390,SL Benfica,12,12,01/07/2017 00:00,2025,26.4
FIFA22,212269,Vitesse,9.5,14,12/07/2019 00:00,2022,15
FIFA22,201262,Hertha BSC,7,40,18/07/2015 00:00,2023,11.9
FIFA22,212242,Bayer 04 Leverkusen,9,44,16/08/2021 00:00,2026,16
FIFA22,167943,AS Saint-Étienne,4.5,30,27/08/2019 00:00,2020,8.6
FIFA22,188427,Lazio,3.5,49,01/07/2011 00:00,2021,6
FIFA22,176571,Swansea City,7.5,31,31/01/2018 00:00,2021,14.3
FIFA22,201982,Sport-Club Freiburg,5.5,25,01/07/2019 00:00,2025,9.9
FIFA22,186190,Galatasaray SK,6.5,45,28/07/2021 00:00,2024,13
FIFA22,199767,PSV,7.5,19,01/07/2021 00:00,2023,10.5
FIFA22,187735,PFC CSKA Moscow,6,40,01/06/2008 00:00,2023,9.6
FIFA22,215119,Club Atlético Independiente,7.5,14,06/08/2019 00:00,2022,11.8
FIFA22,179765,Rosario Central,6,18,11/08/2020 00:00,2023,9
FIFA22,240754,OGC Nice,9.5,26,17/07/2018 00:00,2023,18.8
FIFA22,212811,OGC Nice,7,28,24/07/2021 00:00,2024,13.3
FIFA22,173208,Genoa,2.4,16,01/07/2018 00:00,2022,4.3
FIFA22,189681,İstanbul Başakşehir FK,6.5,33,08/09/2020 00:00,2022,13
FIFA22,214988,Racing Club,8,19,07/07/2020 00:00,2023,12
FIFA22,211093,Celtic,6.5,46,07/07/2009 00:00,2024,11.7
FIFA22,230065,Hertha BSC,11.5,35,01/07/2021 00:00,2026,20.4
FIFA22,205201,RC Celta de Vigo,8.5,21,02/07/2018 00:00,2023,18.5
FIFA22,170370,LA Galaxy,6,9,28/07/2017 00:00,2021,9
FIFA22,54050,Derby County,3.5,29,01/01/2020 00:00,2021,6.7
FIFA22,205407,Torino F.C.,7.5,41,10/07/2015 00:00,2022,12.8
FIFA22,208787,RC Strasbourg Alsace,8.5,23,01/07/2018 00:00,2024,17.6
FIFA22,204226,Fútbol Club Juárez,7.5,13,09/07/2019 00:00,2022,11.1
FIFA22,215108,SD Huesca,5,12,05/08/2021 00:00,2023,8
FIFA22,230020,Norwich City,7.5,36,13/07/2021 00:00,2024,15
FIFA22,242577,Stade Brestois 29,15,17,01/07/2020 00:00,2025,33
FIFA22,251221,FC Viktoria Plzeň,9.5,1,21/06/2019 00:00,2023,21.6
FIFA22,189251,TSG Hoffenheim,6,32,28/06/2021 00:00,2023,10.2
FIFA22,224158,Fiorentina,9.5,36,31/01/2020 00:00,2024,16.9
FIFA22,183108,AEK Athens,3.5,1,16/08/2021 00:00,2023,7.7
FIFA22,200529,İstanbul Başakşehir FK,6,35,10/09/2020 00:00,2022,12
FIFA22,219681,Olympique de Marseille,8,32,01/07/2018 00:00,2025,15.8
FIFA22,198006,Feyenoord,6,12,25/08/2014 00:00,2022,9
FIFA22,192708,Al Hilal,7,36,05/07/2015 00:00,2020,12.8
FIFA22,201510,Paris Saint-Germain,7,59,27/08/2015 00:00,2024,13
FIFA22,204125,SK Slavia Praha,6.5,950,04/01/2016 00:00,2023,13.7
FIFA22,204105,Olympiacos CFP,6.5,1,01/02/2021 00:00,2023,13.7
FIFA22,176930,Club Libertad,2.6,1,02/07/2021 00:00,2024,5.7
FIFA22,220659,Burnley,10,33,30/01/2020 00:00,2024,19.8
FIFA22,224739,SK Slavia Praha,9.5,1,21/07/2018 00:00,2023,20.7
FIFA22,235926,Racing Club,17,17,01/07/2016 00:00,2023,17.6
FIFA22,206304,Crystal Palace,6.5,44,01/02/2017 00:00,2023,12.4
FIFA22,204277,Real Valladolid CF,6,12,05/10/2020 00:00,2023,9.6
FIFA22,167514,Lazio,2.7,38,01/07/2014 00:00,2024,4.6
FIFA22,205083,Demir Grup Sivasspor,6,19,14/09/2020 00:00,2022,12
FIFA22,190765,Brighton & Hove Albion,7,51,01/07/2017 00:00,2022,13.3
FIFA22,184826,U.C. Sampdoria,6,20,03/10/2020 00:00,2022,10.2
FIFA22,170320,Bologna,3.9,28,17/09/2020 00:00,2022,6.6
FIFA22,143121,Fenerbahçe SK,2.4,32,21/08/2020 00:00,2022,4.6
FIFA22,210282,Trabzonspor,5.5,24,01/07/2021 00:00,2024,11
FIFA22,202599,Al Ittihad,7.5,38,07/07/2021 00:00,2023,12.8
FIFA22,191627,Club Brugge KV,7.5,22,01/07/2018 00:00,2024,11.1
FIFA22,201118,Arsenal,6.5,63,27/07/2020 00:00,2024,12.4
FIFA22,201389,Fiorentina,7,44,12/07/2018 00:00,2024,11.9
FIFA22,205566,Villarreal CF,7,28,09/07/2019 00:00,2024,14.7
FIFA22,243007,SK Slavia Praha,7.5,1,01/01/2019 00:00,2023,15.8
FIFA22,226268,Inter,10.5,58,01/07/2018 00:00,2023,18.6
FIFA22,210047,Newcastle United,7,36,26/07/2018 00:00,2022,13.8
FIFA22,212678,Sevilla FC,8,23,15/08/2021 00:00,2025,17.4
FIFA22,208250,Trabzonspor,7.5,27,03/07/2019 00:00,2024,15
FIFA22,222404,Norwich City,10.5,30,28/01/2019 00:00,2024,23.1
FIFA22,183130,Leicester City,6,76,01/07/2014 00:00,2024,11.4
FIFA22,168621,F.C. København,5,20,28/08/2017 00:00,2023,6.5
FIFA22,206225,Valencia CF,7,31,12/07/2019 00:00,2022,14.7
FIFA22,237184,RCD Espanyol de Barcelona,11,15,23/09/2020 00:00,2024,25.3
FIFA22,206306,Montpellier Hérault SC,6.5,24,01/07/2019 00:00,2023,13
FIFA22,242664,AC Milan,11.5,34,01/09/2020 00:00,2024,20.4
FIFA22,237043,Cruz Azul,15,48,25/09/2020 00:00,2022,28.5
FIFA22,182896,CD Leganés,5.5,13,24/07/2019 00:00,2021,8.8
FIFA22,208509,Stade de Reims,8,23,31/08/2018 00:00,2023,16.6
FIFA22,151508,Rangers FC,2.4,36,01/07/2019 00:00,2022,4.3
FIFA22,204691,Orlando City Soccer Club,6,9,30/07/2019 00:00,2021,9
FIFA22,199633,Burnley,5,31,22/06/2015 00:00,2023,9.5
FIFA22,244374,Dynamo Kyiv,17,900,10/07/2015 00:00,2025,40.8
FIFA22,186537,Girona FC,3.6,14,21/07/2017 00:00,2026,5.8
FIFA22,147621,Spartak Moskva,4.7,2,25/01/2017 00:00,2019,9.8
FIFA22,210384,Venezia FC,7,20,31/08/2021 00:00,2024,12.6
FIFA22,242380,FC Paços de Ferreira,11,9,25/09/2020 00:00,2022,25.3
FIFA22,234574,Manchester United,11.5,68,09/06/2018 00:00,2023,23.6
FIFA22,253124,Sporting CP,17,12,31/01/2019 00:00,2025,37.4
FIFA22,244373,Dynamo Kyiv,7.5,1,01/07/2010 00:00,2023,16.5
FIFA22,193683,ESTAC Troyes,6.5,18,30/08/2021 00:00,2024,13
FIFA22,226853,1. FSV Mainz 05,9.5,19,07/08/2019 00:00,2023,17.8
FIFA22,253290,Roma,11,35,09/08/2021 00:00,2026,20.9
FIFA22,220831,Levante Unión Deportiva,11,25,04/08/2020 00:00,2024,23.9
FIFA22,242118,Club América,12,37,25/09/2020 00:00,2022,22.8
FIFA22,227772,Chicago Fire Football Club,6.5,9,25/02/2020 00:00,2021,9.4
FIFA22,214781,Club Atlético Independiente,6,17,30/01/2018 00:00,2023,9
FIFA22,233301,FC Red Bull Salzburg,10.5,21,19/07/2019 00:00,2025,16.5
FIFA22,236221,CA Osasuna,7.5,28,22/07/2019 00:00,2023,15.8
FIFA22,205391,SL Benfica,8.5,14,23/07/2021 00:00,2026,17.6
FIFA22,246708,Olympiacos CFP,8,1,01/01/2019 00:00,2024,16.8
FIFA22,216700,CF Monterrey ,7.5,49,01/01/2019 00:00,2021,12
FIFA22,204156,Al Ittihad,6.5,33,07/01/2019 00:00,2022,11.1
FIFA22,215270,Columbus Crew,7.5,10,01/01/2020 00:00,2022,11.3
FIFA22,251804,FC Barcelona,15.5,67,01/10/2020 00:00,2025,34.9
FIFA22,230457,RB Bragantino,6.5,17,05/07/2021 00:00,2024,12.4
FIFA22,169705,Leicester City,5.5,70,15/07/2021 00:00,2023,10.5
FIFA22,138456,Shandong Taishan,4.7,20,17/01/2015 00:00,2019,10.1
FIFA22,212127,Hellas Verona,7,26,06/08/2019 00:00,2022,11.9
FIFA22,221841,Southampton,12,46,10/08/2021 00:00,2025,25.2
FIFA22,202685,Torino F.C.,7.5,43,01/07/2019 00:00,2023,12.8
FIFA22,230348,Juventude,6.5,23,13/08/2021 00:00,2024,12.4
FIFA22,208045,Vitesse,8,18,12/07/2019 00:00,2022,12
FIFA22,206516,Crystal Palace,9,49,28/08/2021 00:00,2024,17.8
FIFA22,244960,FC Porto,15,12,06/07/2021 00:00,2024,33
FIFA22,228708,Fiorentina,13.5,40,05/10/2020 00:00,2025,25.7
FIFA22,237135,Aytemiz Alanyaspor,7,16,13/08/2020 00:00,2023,14
FIFA22,220746,PAOK,9.5,1,08/09/2020 00:00,2022,21.6
FIFA22,212228,Brentford,10.5,46,31/08/2020 00:00,2025,21.8
FIFA22,230189,Ceará Sporting Club,6.5,14,07/07/2021 00:00,2024,12.4
FIFA22,210602,Al Hilal,7.5,38,01/07/2011 00:00,2022,12.8
FIFA22,244261,Stade Rennais FC,16.5,36,26/08/2021 00:00,2026,34.7
FIFA22,202429,Eintracht Frankfurt,7,25,01/07/2017 00:00,2022,11.9
FIFA22,253072,SL Benfica,17,13,04/09/2020 00:00,2025,37.4
FIFA22,221714,Rangers FC,11,51,01/07/2017 00:00,2023,20.6
FIFA22,182945,Demir Grup Sivasspor,4.7,19,16/08/2020 00:00,2022,9.4
FIFA22,212715,Panathinaikos FC,7.5,1,07/09/2021 00:00,2024,16.5
FIFA22,238227,AS Monaco,15,38,22/01/2021 00:00,2025,31.5
FIFA22,228092,Sheffield United,11,23,30/01/2020 00:00,2024,23.1
FIFA22,212232,Melbourne City FC,8,15,25/09/2020 00:00,2022,10
FIFA22,235134,OGC Nice,9.5,24,27/07/2021 00:00,2025,18.8
FIFA22,204760,Burnley,7,31,06/07/2017 00:00,2024,13.3
FIFA22,181318,U.C. Sampdoria,6,20,16/08/2018 00:00,2022,10.2
FIFA22,146963,River Plate,1.3,11,27/06/2017 00:00,2021,1.8
FIFA22,144622,Borussia Mönchengladbach,4.1,29,01/07/2013 00:00,2020,7
FIFA22,220334,San Lorenzo de Almagro,8,15,08/08/2019 00:00,2022,11.3
FIFA22,208224,AEK Athens,7.5,1,01/07/2014 00:00,2024,16.5
FIFA22,215455,Dinamo Zagreb,9,1,06/08/2018 00:00,2024,20.5
FIFA22,201144,Genoa,5,16,16/09/2020 00:00,2023,9
FIFA22,232498,Rayo Vallecano,8,20,23/01/2020 00:00,2023,17.6
FIFA22,186200,Fatih Karagümrük S.K.,7,17,03/01/2021 00:00,2023,14
FIFA22,234078,VfB Stuttgart,11.5,23,01/07/2017 00:00,2024,21.6
FIFA22,203741,FC Metz,6.5,19,30/08/2018 00:00,2022,13
FIFA22,209744,Racing Club,5,17,08/08/2018 00:00,2022,7.5
FIFA22,186330,SV Werder Bremen,3.9,25,01/07/2012 00:00,2021,7
FIFA22,228579,RB Leipzig,9.5,46,12/04/2021 00:00,2025,16.9
FIFA22,188536,Spartak Moskva,8,2,31/01/2018 00:00,2021,17.6
FIFA22,244393,Roma,15,39,30/01/2020 00:00,2024,28.5
FIFA22,201858,Bologna,7.5,32,01/07/2019 00:00,2023,12.8
FIFA22,194845,AS Saint-Étienne,7.5,33,17/07/2018 00:00,2022,15
FIFA22,199561,RC Celta de Vigo,3.5,23,18/06/2020 00:00,2022,7.4
FIFA22,169706,Burnley,5,31,11/07/2017 00:00,2022,9.5
FIFA22,223627,Al Ahli,6,40,01/07/2014 00:00,2024,9.9
FIFA22,189454,Barcelona Sporting Club,3.1,1,02/02/2016 00:00,2023,6.8
FIFA22,230373,São Paulo,8.5,34,08/07/2021 00:00,2024,16.2
FIFA22,226377,Al Nassr,7.5,38,07/09/2020 00:00,2024,12.8
FIFA22,226093,Southampton,11.5,46,01/07/2019 00:00,2024,22.7
FIFA22,220196,AFC Bournemouth,12,33,01/07/2018 00:00,2022,25.2
FIFA22,225951,AS Saint-Étienne,9,30,09/07/2019 00:00,2023,18.7
FIFA22,161956,Fiorentina,3,34,16/09/2020 00:00,2021,5.1
FIFA22,224540,Dalian Professional Football Club,10.5,17,20/02/2019 00:00,2022,17.1
FIFA22,224151,Club América,7.5,48,25/09/2020 00:00,2022,12.8
FIFA22,161648,FC Girondins de Bordeaux,4.7,30,08/10/2020 00:00,2025,9.4
FIFA22,208001,VfL Wolfsburg,8,47,01/07/2019 00:00,2023,14.2
FIFA22,216350,Dinamo Zagreb,6.5,900,01/07/2010 00:00,2023,14.3
FIFA22,233631,RCD Mallorca,10,22,01/07/2021 00:00,2025,22.8
FIFA22,230425,São Paulo,4.7,35,08/07/2021 00:00,2024,8.9
FIFA22,187491,FC Lokomotiv Moscow,6.5,47,09/08/2018 00:00,2022,10.4
FIFA22,194794,West Ham United,6,57,11/07/2018 00:00,2022,11.4
FIFA22,240915,Real Betis Balompié,16,15,30/06/2021 00:00,2024,36.8
FIFA22,225863,PSV,10,14,17/07/2019 00:00,2025,14.8
FIFA22,223329,AC Milan,8,32,07/07/2017 00:00,2022,14.2
FIFA22,240458,Real Sociedad,12,26,01/07/2017 00:00,2024,27.6
FIFA22,188045,Antalyaspor,8,20,01/07/2017 00:00,2020,16
FIFA22,211108,Guangzhou FC,7.5,24,01/01/2020 00:00,2023,12
FIFA22,235875,Olympique de Marseille,9.5,27,24/08/2021 00:00,2026,18.8
FIFA22,233556,Bologna,12,27,01/07/2019 00:00,2024,22.8
FIFA22,212260,FC Girondins de Bordeaux,7.5,29,18/07/2019 00:00,2023,15
FIFA22,205346,West Ham United,7,55,01/07/2018 00:00,2022,13.3
FIFA22,241497,Paris Saint-Germain,10,49,01/07/2018 00:00,2024,19.3
FIFA22,158438,Eintracht Frankfurt,5,29,01/07/2017 00:00,2020,8.5
FIFA22,222715,FC Girondins de Bordeaux,8,23,08/08/2017 00:00,2022,16.6
FIFA22,198368,Deportivo Alavés,4.6,24,12/08/2018 00:00,2022,10.1
FIFA22,199813,Feyenoord,6.5,11,26/07/2021 00:00,2025,9.8
FIFA22,181816,Villarreal CF,3,30,09/07/2014 00:00,2018,6.2
FIFA22,193116,Granada CF,5,21,04/08/2020 00:00,2023,10.5
FIFA22,239910,Atakaş Hatayspor,10,15,07/08/2020 00:00,2022,20.8
FIFA22,236264,Club América,9.5,39,06/01/2021 00:00,2024,16.9
FIFA22,192641,TSG Hoffenheim,6.5,31,01/07/2016 00:00,2022,11.1
FIFA22,202201,FC Augsburg,6.5,23,09/01/2016 00:00,2024,11.7
FIFA22,215785,Cagliari,10,33,01/09/2021 00:00,2024,17.8
FIFA22,188955,New England Revolution,6.5,10,10/07/2019 00:00,2021,9.8
FIFA22,201508,U.C. Sampdoria,7.5,21,04/08/2017 00:00,2021,12.8
FIFA22,176949,Sporting CP,7,20,07/07/2015 00:00,2018,14
FIFA22,246618,AC Sparta Praha,16,500,01/01/2019 00:00,2024,38.4
FIFA22,242816,FC Barcelona,17,75,01/07/2018 00:00,2023,38.3
FIFA22,217699,Olympique Lyonnais,4.8,57,15/01/2021 00:00,2022,9.1
FIFA22,230975,CF Monterrey ,10,42,01/07/2021 00:00,2025,16.8
FIFA22,162895,AS Monaco,3.5,44,11/01/2019 00:00,2022,6.7
FIFA22,227234,Hertha BSC,10.5,31,27/01/2020 00:00,2025,18.6
FIFA22,182495,Cagliari,2.4,28,01/09/2021 00:00,2022,4.1
FIFA22,158232,Hertha BSC,4.7,27,31/08/2014 00:00,2020,8
FIFA22,228747,Sevilla FC,10,26,05/10/2020 00:00,2025,21.8
FIFA22,213955,Rubin Kazan,11.5,50,14/07/2017 00:00,2020,20.7
FIFA22,236679,RCD Espanyol de Barcelona,11.5,17,01/07/2016 00:00,2022,25
FIFA22,240716,Getafe CF,16,21,14/08/2017 00:00,2025,36.8
FIFA22,211368,PSV,9,18,01/07/2019 00:00,2024,13.3
FIFA22,212883,Leicester City,8.5,70,05/02/2016 00:00,2022,16.8
FIFA22,235944,RC Celta de Vigo,12,20,01/07/2015 00:00,2024,27.6
FIFA22,230463,Clube Atlético Mineiro,4.7,33,05/07/2021 00:00,2024,8.5
FIFA22,164859,Southampton,6,49,01/07/2021 00:00,2023,11.4
FIFA22,193881,U.S. Sassuolo Calcio,7.5,32,02/07/2018 00:00,2022,12.8
FIFA22,155897,Seattle Sounders FC,3.4,7,03/08/2013 00:00,2019,5.1
FIFA22,206058,Juventus,7,58,20/07/2017 00:00,2022,11.6
FIFA22,184144,Club Atlético Peñarol,4.7,1,29/08/2021 00:00,2022,10.3
FIFA22,216433,Aston Villa,9,56,01/07/2019 00:00,2023,17.8
FIFA22,230453,Clube Atlético Mineiro,7.5,29,05/07/2021 00:00,2024,13.5
FIFA22,208053,Fenerbahçe SK,8,44,05/10/2020 00:00,2023,15.2
FIFA22,184120,Villarreal CF,3.2,22,01/07/2005 00:00,2020,6.7
FIFA22,235424,TSG Hoffenheim,9,28,15/08/2019 00:00,2024,16
FIFA22,215399,Levante Unión Deportiva,8.5,24,01/07/2019 00:00,2024,18.5
FIFA22,235149,Bologna,10.5,24,05/07/2019 00:00,2024,18.6
FIFA22,229517,Real Valladolid CF,9,12,01/07/2017 00:00,2023,15.1
FIFA22,183526,CD Leganés,7,30,31/01/2017 00:00,2020,14.7
FIFA22,230613,Roma,9,35,01/07/2019 00:00,2024,16
FIFA22,251566,Arsenal,18,49,02/07/2019 00:00,2024,37.8
FIFA22,241187,Feyenoord,15.5,8,29/05/2017 00:00,2024,26.4
FIFA22,236276,Villarreal CF,11,28,19/08/2021 00:00,2026,23.9
FIFA22,237646,KRC Genk,9.5,15,07/07/2020 00:00,2024,15
FIFA22,152554,Servette FC,2.3,13,02/12/2020 00:00,2022,3.3
FIFA22,163925,Western United FC,2.4,3,25/07/2019 00:00,2022,3
FIFA22,208498,TSG Hoffenheim,7.5,36,07/01/2020 00:00,2024,12.8
FIFA22,233493,Club América,10,33,25/09/2020 00:00,2022,17.8
FIFA22,186156,Leeds United,6.5,63,11/08/2016 00:00,2023,12.4
FIFA22,212977,Hertha BSC,8.5,37,24/08/2015 00:00,2022,15.1
FIFA22,137809,Beşiktaş JK,4.1,50,30/01/2018 00:00,2020,7.7
FIFA22,191910,Shanghai Shenhua FC,6,19,08/07/2019 00:00,2021,9.6
FIFA22,205525,Everton,8,66,09/08/2018 00:00,2022,15.2
FIFA22,206115,Newcastle United,9,34,11/07/2016 00:00,2026,17.8
FIFA22,183569,FC Bayern München,6,63,05/10/2020 00:00,2023,9.9
FIFA22,224520,Rangers FC,11.5,46,02/09/2019 00:00,2023,21.6
FIFA22,229862,SD Eibar,14,10,13/07/2019 00:00,2024,25.2
FIFA22,209039,AC Sparta Praha,8,1,26/01/2019 00:00,2022,17.6
FIFA22,212219,RC Strasbourg Alsace,8.5,21,05/07/2019 00:00,2023,17.6
FIFA22,213388,Stade Rennais FC,7.5,43,09/07/2019 00:00,2023,14.3
FIFA22,165501,Club Atlas,2.3,20,27/08/2018 00:00,2019,4
FIFA22,230208,Botafogo,5,21,08/12/2020 00:00,2023,9.5
FIFA22,214491,Tigres U.A.N.L.,7,43,01/01/2016 00:00,2023,11.2
FIFA22,194879,SD Ponferradina,6.5,11,22/09/2021 00:00,2025,10.4
FIFA22,173818,CA Osasuna,6,32,30/07/2019 00:00,2021,12.6
FIFA22,215699,Real Betis Balompié,7,22,01/07/2021 00:00,2026,14.7
FIFA22,232639,PSV,12,15,30/08/2019 00:00,2024,19.2
FIFA22,189574,RCD Espanyol de Barcelona,7,26,08/07/2019 00:00,2020,14.7
FIFA22,222515,Nîmes Olympique,7.5,9,03/07/2019 00:00,2022,13.5
FIFA22,186627,Adana Demirspor,7.5,20,07/07/2021 00:00,2024,15
FIFA22,212692,Olympiacos CFP,9.5,2,14/08/2019 00:00,2024,20.7
FIFA22,241707,Olympique de Marseille,14.5,27,01/07/2020 00:00,2024,30.5
FIFA22,199745,FC Midtjylland,6.5,26,01/07/2018 00:00,2024,8.5
FIFA22,207715,Tigres U.A.N.L.,8,43,01/01/2020 00:00,2023,12.8
FIFA22,213135,Liverpool,10,88,29/07/2014 00:00,2024,19.3
FIFA22,160741,Eintracht Frankfurt,3.6,25,02/07/2015 00:00,2021,6.1
FIFA22,226229,Paris Saint-Germain,10,49,16/08/2018 00:00,2023,19.3
FIFA22,230475,Santos,7.5,27,08/07/2021 00:00,2024,14.3
FIFA22,170733,Trabzonspor,3.5,28,01/07/2021 00:00,2023,7
FIFA22,189156,Unión Deportiva Almería,4.9,11,22/08/2021 00:00,2022,7.8
FIFA22,239956,AS Monaco,16.5,36,04/08/2021 00:00,2026,34.7
FIFA22,204077,Stade Rennais FC,10,44,31/05/2019 00:00,2023,19.8
FIFA22,229469,Club León,7.5,25,01/08/2018 00:00,2022,12.8
FIFA22,170719,Universidad Católica,4.7,14,20/07/2016 00:00,2021,6.6
FIFA22,184431,Al Hilal,4.7,36,31/01/2019 00:00,2022,6
FIFA22,209329,Santos Laguna,8.5,20,29/07/2018 00:00,2025,15.1
FIFA22,191687,Al Nassr,5,33,04/08/2020 00:00,2021,8.5
FIFA22,146701,SD Eibar,2.9,21,16/08/2015 00:00,2020,6.1
FIFA22,246791,Shakhtar Donetsk,17,800,30/01/2019 00:00,2023,39.1
FIFA22,222368,FC Lokomotiv Moscow,10,42,01/01/2012 00:00,2024,16.8
FIFA22,183426,PSV,6,16,11/07/2016 00:00,2020,8.4
FIFA22,215689,Napoli,10,56,30/01/2020 00:00,2024,17.8
FIFA22,224116,Unión Deportiva Almería,6.5,13,31/08/2021 00:00,2022,10.4
FIFA22,253004,FC Barcelona,17.5,44,01/07/2018 00:00,2022,46.8
